GEOID,geoName,geoRegion,geoLON,geoLAT,ISO3,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020
11820,Astoria, OR,-123.66,46,USA,200,76,56,17,27,7,0,10,12,21,15,7,12,8,-3,1,3,8,-1,6,7,-1,3,6,-6,2,-4,1,-2,4,-4,-5,0,0,1,0,-5,-14,3,-4,-4,-1,1,-12,-7,0,-6,-14,-19,-3,-3,-6,-7,-3,10,-10,0,0,10,-7,0,0,7,0,9,0,3,5,0,-2,5,2,0,0,-2,13,0,2,-2,4,-2,-2,-5,-2,2,-2,-2,-8,0,-15,3,-3,-3,-7,-3,-8,16,16,-9,3,9,16,2,11,10,16,3,3,7,8,0,1,6,-1,-5,0,1,-1,68
47080,Vidalia, GA,-82.41,32.14,USA,100,200,66,40,66,22,18,10,9,20,0,13,6,14,10,4,4,-2,-9,0,-2,4,-4,-2,7,-2,0,-5,-2,-2,-5,2,0,-5,5,-8,3,-6,0,0,0,-3,3,3,5,2,0,5,-2,7,2,0,-7,2,-2,0,-8,-5,-6,-3,-3,-10,0,-12,4,-4,19,-11,0,0,-4,-8,4,-4,8,8,-8,0,-4,4,-13,9,8,0,7,3,-7,7,-11,0,7,13,-6,3,3,-3,-6,3,3,-3,12,-9,6,-3,6,-6,14,2,2,-2,2,-5,-8,3,-9,9,-6,6,29
47660,Warrensburg, MO,-93.81,38.74,USA,200,85,0,82,28,31,24,19,18,0,7,20,5,11,1,1,5,-5,-1,0,-9,0,-7,12,1,-6,5,-1,-3,-5,1,0,11,-4,3,-4,4,-11,3,-3,-7,-10,0,6,-4,0,-13,-4,4,-2,-2,4,-12,-2,0,0,0,-8,3,-9,-13,3,-3,-3,-8,4,3,-8,8,-3,0,0,0,7,7,0,-3,10,-10,16,0,0,-3,9,8,2,2,-2,0,2,11,-9,9,-9,2,0,0,2,-4,7,-12,7,-2,-5,-13,5,2,-2,-2,2,-2,-9,-3,-6,9,0,3,3,34
26780,Hutchinson, MN,-94.27,44.82,USA,100,200,66,11,10,9,8,28,17,34,3,13,9,5,5,-5,-5,8,7,2,0,-4,-5,-23,0,-14,-8,-4,8,0,0,-8,-14,9,4,4,0,4,0,3,-3,0,-12,-9,4,0,13,-13,-10,-5,0,0,-5,-6,11,5,10,13,-13,-4,-22,0,0,0,6,-6,22,4,0,-10,-11,-19,6,-6,0,-7,7,6,-6,0,-15,8,-16,0,8,8,0,0,14,0,0,-14,14,0,-6,-15,8,7,-7,0,0,7,0,0,0,0,-15,0,-8,8,0,8,-8,22,-6,0,-7,32,18
43380,Sidney, OH,-84.2,40.33,USA,200,73,32,40,31,10,11,14,15,4,11,14,6,6,1,1,-2,-1,-2,1,5,3,-4,5,0,-5,0,-4,1,-3,2,0,-3,1,-3,-7,1,-4,-5,0,0,6,-1,6,-1,-2,-2,-2,-3,-2,2,1,1,0,-1,-5,1,-14,-1,1,3,1,-3,6,-6,-1,4,-4,-1,10,-7,6,0,-1,-6,0,3,-4,7,2,-7,4,0,-9,3,4,0,-1,12,0,-2,4,-2,-4,2,-2,0,0,4,5,5,-1,-6,-1,2,1,-6,0,-1,0,2,0,-7,-4,0,4,0,0,66
43140,Shelby, NC,-81.56,35.33,USA,200,94,35,26,14,26,14,16,10,22,12,9,5,9,5,-3,4,2,0,1,3,0,3,-4,-4,6,3,-1,-4,4,-3,0,3,-3,0,0,-1,-4,2,-9,-3,-3,-5,-5,-2,-8,-8,-5,-10,-12,-5,-5,-3,0,-2,-4,12,1,7,0,6,3,1,6,-1,4,0,-2,-1,7,-2,-5,-6,0,-1,-1,-5,0,9,1,-1,3,1,-1,-1,4,15,1,-1,1,7,0,-6,0,0,0,0,-3,-1,-1,-18,4,1,0,0,-3,-1,-3,0,-6,-5,7,5,-3,1,-8,0,3,52
20140,Dublin, GA,-82.85,32.53,USA,200,76,43,30,27,33,13,11,10,5,10,6,11,6,3,1,1,0,-3,-8,6,0,-2,1,0,5,-1,2,-3,-1,2,7,6,4,-4,-4,2,3,1,-3,-1,-5,0,0,-4,-6,-4,-4,-2,5,-1,-5,-6,-1,-8,6,-3,-1,-3,-3,3,0,-5,-8,0,-2,0,-8,6,-2,2,0,0,2,-16,-2,12,4,0,2,8,11,-1,-3,3,-1,3,-3,1,-3,-3,5,-5,7,-5,-3,-2,0,-6,4,0,4,3,3,-1,-3,10,-7,1,7,-1,3,3,0,3,-1,-3,-1,59
44340,Statesboro, GA,-81.74,32.4,USA,200,104,47,37,23,23,9,13,8,16,14,7,8,5,0,0,4,0,3,0,0,3,2,-1,0,3,1,7,2,1,-7,2,-5,-3,0,-5,0,-3,-7,-3,-4,-8,0,-1,0,-5,-2,0,0,-3,-6,-3,5,-2,-6,-9,-4,-6,0,-9,0,-9,-8,6,0,1,-8,-3,1,1,3,-9,-5,3,1,1,10,-12,0,-1,1,-7,11,5,1,12,5,2,11,1,2,10,0,2,-1,0,-4,1,-2,-5,1,0,1,0,-7,-1,0,8,3,10,3,-1,-3,3,1,0,-5,2,104
22500,Florence, SC,-79.81,34.15,USA,200,95,41,40,35,22,17,9,16,11,11,5,7,7,7,9,8,1,-1,2,-1,2,3,3,0,1,0,0,0,-3,-6,0,1,-4,0,-1,-6,-6,-4,2,-2,-4,-8,-7,-3,-6,-9,-2,-2,-6,0,-1,-2,-6,-2,3,0,-3,-3,1,5,-2,2,3,-4,0,1,0,0,1,2,-3,4,-6,-4,1,-3,3,2,-1,7,-1,2,1,0,6,3,6,0,0,0,3,0,21,0,5,7,1,1,-1,-2,0,2,1,1,0,1,-15,-2,-4,-6,-2,-3,5,1,0,-2,1,134
28260,Kearney, NE,-99.03,40.73,USA,200,109,38,30,16,20,21,13,17,8,13,7,7,6,1,0,4,0,0,0,0,0,0,2,0,0,2,2,3,0,0,0,4,0,-6,0,-3,-6,-6,-3,-4,-6,-8,-6,-10,-2,-10,0,6,-8,-4,5,2,3,3,1,2,-2,4,-1,0,0,0,2,3,-1,-4,3,-2,0,-1,3,-4,0,3,-3,-3,3,-1,5,2,-3,-2,3,1,-3,0,-1,-2,4,1,-3,0,-4,2,4,-2,0,5,6,3,1,0,0,-2,-1,3,5,0,-2,3,-6,-8,-5,-5,-1,0,-5,73
30420,Lexington, NE,-99.82,40.76,USA,200,100,28,54,35,18,22,33,9,23,3,9,11,7,9,2,0,0,-2,2,4,-11,0,-12,2,0,5,-5,0,-8,8,0,0,-2,-8,-3,-6,-3,6,-3,-21,3,-16,8,-8,0,-9,0,-5,10,9,19,-15,-8,0,-9,0,-5,-5,-11,11,0,5,-5,-11,-20,7,13,6,0,16,9,4,0,0,-4,4,8,7,0,13,-3,3,0,-10,-11,7,3,-3,3,-7,-3,0,0,-22,9,8,8,0,17,-6,-3,0,3,-3,0,0,6,3,-6,-10,3,7,-18,4,0,3,-8,24
18460,Cornelia, GA,-83.53,34.63,USA,100,100,100,200,40,28,66,22,9,0,24,13,11,5,10,9,8,0,3,3,-7,0,7,0,-3,3,-3,-3,3,-3,0,7,-3,-3,-8,-4,-9,9,0,-9,0,0,-10,-5,-12,-22,0,0,0,-8,0,-20,-11,-13,13,22,0,0,0,0,0,0,9,0,-9,0,-10,20,-9,0,-10,0,10,0,9,8,-8,0,8,8,20,-6,0,-14,20,6,5,0,-5,0,21,4,0,20,-11,-4,-4,8,-4,4,8,3,10,-6,-15,-4,8,-22,14,0,12,-8,4,-8,-14,0,-10,0,18
12180,Auburn, NY,-76.55,42.92,USA,200,66,0,66,76,0,28,8,7,6,0,12,25,27,12,8,13,2,-4,9,4,8,2,5,1,-1,-5,-4,-2,6,5,1,-5,-8,-4,-2,0,-6,2,6,-2,-11,-7,-14,-24,-17,9,8,0,0,7,0,0,-16,0,4,8,0,0,17,-6,3,-6,-7,-8,8,0,14,3,3,-3,6,3,-12,6,-6,0,0,-3,9,-3,0,0,6,3,-3,5,8,2,7,0,6,2,-4,6,-2,2,-6,0,6,-6,-4,2,-4,2,-7,12,0,-4,0,-2,2,2,-12,7,2,-2,4,41
129,Hong Kong,ASIA,114.112,22.377,HKG,200,0,66,111,35,18,28,11,24,12,10,6,14,5,-2,10,7,-7,-2,-5,-5,2,-8,0,-6,0,-3,6,5,-5,-12,-3,3,3,-3,0,6,3,0,0,-6,-14,7,-3,3,0,-3,7,0,-10,-3,-4,0,8,-3,3,-8,8,0,0,-8,0,4,7,-7,-8,-4,-4,9,-4,-4,-10,14,4,12,-12,0,0,8,0,3,-8,-4,12,0,3,-11,0,-8,8,-4,-4,-14,5,-5,0,-5,-18,-6,-15,15,6,6,-13,0,-7,0,7,6,0,0,18,10,4,-10,-5,-5,11,21
102,Lithuania,EURPOE,23.897,55.336,LTU,200,120,22,46,47,32,32,24,3,21,9,8,11,8,3,3,10,13,1,-3,-5,5,3,-5,1,2,3,-1,-1,0,-7,-11,-6,-1,-1,-15,-5,-8,-9,-7,-26,-10,0,-3,-3,-17,9,-4,0,0,8,0,-4,-4,0,8,0,-13,9,-4,-14,5,9,-4,0,4,0,4,4,-8,4,12,-8,4,3,0,-3,0,-12,4,4,0,8,-3,0,-8,-4,8,8,-3,-12,0,12,3,3,-3,-3,3,0,3,7,-10,-8,11,7,-3,3,-7,-3,-8,8,7,-7,-8,-4,8,-4,-4,24
4,Albania,EURPOE,20.068,41.143,ALB,100,100,100,100,200,0,0,66,0,0,40,28,0,22,33,13,0,0,-13,0,0,0,0,0,-15,-18,0,-22,-66,-66,0,0,0,0,0,-200,100,200,0,0,0,0,0,0,66,40,0,0,0,0,0,-40,0,0,0,0,0,0,-66,-200,100,100,100,100,200,0,0,0,0,0,66,0,0,0,0,0,0,0,-66,66,0,0,0,0,-66,0,0,0,0,0,0,0,0,-200,200,0,0,0,40,28,0,0,0,0,0,0,0,0,-28,0,28,0,-28,-40,0,0,0,0,2
2,Algeria,AFRICA,2.632,28.163,DZA,200,0,66,22,57,20,24,13,17,10,13,22,12,11,10,9,0,6,-6,8,-2,0,-2,0,2,-2,-6,-4,0,4,2,-2,6,-11,-4,7,2,-2,-2,-12,2,-5,-2,-8,-3,-3,12,5,5,-8,-2,-2,-6,9,-2,5,-8,5,10,7,-7,2,2,17,5,5,0,-3,5,5,-1,-7,-5,-8,-11,-2,-5,-29,-10,3,0,7,0,-7,3,10,-10,13,9,-2,2,0,5,0,12,-4,-5,-5,-2,5,5,-8,0,-5,0,5,-2,-5,-12,18,5,0,5,-10,10,2,0,2,40
17300,Clarksville, TN-KY,-87.56,36.75,USA,200,92,73,40,37,16,16,17,14,8,6,13,9,7,3,3,0,-1,-3,1,0,-4,-1,6,5,0,0,1,3,-2,-2,0,0,1,-2,0,-1,-6,-4,-4,-6,-3,-3,-1,-2,-3,-3,-6,0,0,0,-2,-1,-4,1,-3,-6,1,2,0,0,3,-3,0,-6,0,-1,2,3,0,5,1,-2,0,-1,-1,3,-2,1,0,2,1,0,3,-1,1,0,2,4,0,-1,4,4,3,-1,-2,1,-1,0,0,3,1,-3,3,0,-1,-1,-1,8,4,-1,0,3,5,0,-3,0,0,242
29780,Las Vegas, NM,-104.82,35.48,USA,100,200,40,0,80,25,0,0,28,15,0,0,0,6,6,0,0,17,-11,0,11,5,18,0,4,3,3,13,6,0,11,-8,8,-2,-5,0,-15,-7,3,6,6,-13,-7,-3,-12,0,-25,-6,6,-6,-13,13,0,-20,-26,-10,10,0,0,0,26,7,-7,7,0,-15,0,15,6,6,-6,6,-6,0,-22,0,8,-8,0,22,0,-6,0,6,18,0,0,10,0,-5,0,5,4,0,-4,0,0,-10,-18,0,18,0,15,21,10,12,0,5,-2,-3,0,5,2,13,-7,-2,-2,-8,30
49620,York-Hanover, PA,-76.73,39.92,USA,200,122,59,31,33,24,16,15,13,7,10,10,8,7,6,2,2,2,-1,-3,0,0,-1,0,0,0,0,0,-1,1,1,-3,0,0,-3,-2,-1,1,-1,-6,-2,-3,-3,-6,-9,-2,-4,0,0,0,0,0,-4,1,-2,-2,-1,-3,3,-2,3,1,-4,-2,-3,-3,2,0,-2,0,0,3,-4,0,-2,-4,7,2,4,0,0,0,0,2,0,2,5,-2,-1,3,-1,-1,-2,1,4,-1,2,0,3,-2,0,4,0,2,1,1,1,3,0,6,0,0,-1,3,0,-1,2,-4,197
27540,Jasper, IN,-87.03,38.38,USA,200,133,0,33,25,50,6,11,24,12,0,7,3,12,3,-3,3,0,0,-12,-3,-3,10,3,0,6,5,-8,3,0,0,0,2,2,8,5,-18,-9,0,-3,6,6,0,-9,6,-6,-3,-10,-3,-3,-4,4,3,-12,-19,-11,-19,6,-14,7,-7,0,-8,-18,18,-18,-10,0,10,0,33,-7,0,-8,-8,0,8,15,-7,20,0,22,0,0,-10,5,0,0,5,14,4,-4,-4,-14,5,-16,-12,6,0,0,17,0,0,-11,-6,6,5,20,0,4,0,8,0,7,-7,11,10,0,30
38580,Point Pleasant, WV-OH,-82.18,38.8,USA,100,200,28,66,31,8,8,32,20,20,7,3,12,11,2,0,2,-5,-2,2,0,-8,2,-2,0,10,-8,-8,8,-5,5,5,2,0,7,0,-4,-10,2,-14,3,0,-6,0,-10,-3,0,-3,-12,4,0,8,-8,11,-7,3,3,-3,0,-12,-14,-5,5,-10,-18,-14,7,-24,16,-16,-20,0,0,10,0,18,-8,8,28,11,-11,6,-6,11,5,5,4,9,8,-4,8,-8,-13,-4,4,0,9,-9,-4,0,0,-16,-6,22,-5,10,13,0,-4,8,-4,18,6,6,0,5,5,-5,35
48980,Wilson, NC,-77.92,35.71,USA,200,80,25,36,20,22,22,14,9,11,5,16,12,7,0,10,10,4,4,2,2,0,8,5,10,2,3,8,1,-1,-5,3,0,0,0,0,-7,-4,-9,-6,-8,-16,-1,3,4,-15,-5,-3,-11,-2,-4,-2,2,2,-4,4,2,-16,-10,2,5,0,0,-8,2,-2,-8,-9,0,-3,-18,-4,-4,4,-4,-9,14,-4,4,4,0,8,23,-3,9,5,7,0,-2,7,-2,2,-4,4,4,-4,-21,11,2,5,-7,0,5,2,0,9,8,-2,0,8,9,0,-1,-5,3,1,-3,-1,51
27220,Jackson, WY-ID,-110.65,43.92,USA,200,120,0,60,18,15,17,11,22,8,12,0,6,10,1,-5,7,0,0,3,3,0,3,6,-4,12,8,2,2,-1,1,-6,1,-5,-7,-3,-10,-13,-4,-13,-21,-15,-18,-8,-20,0,-18,6,0,0,-6,6,6,-6,6,-12,0,6,-6,0,0,-6,6,0,-14,-8,-8,0,8,15,13,-6,0,0,0,0,-6,-7,26,21,0,-4,-5,0,0,14,4,0,4,0,-4,8,-8,-14,9,8,-4,4,-8,8,0,0,4,7,20,3,11,5,0,4,4,2,2,-4,0,2,0,4,44
28780,Kingsville, TX,-97.72,27.12,USA,200,100,85,63,38,20,14,16,11,13,17,10,4,8,8,5,1,0,2,0,2,-1,-1,-4,-8,-2,0,-2,-2,0,-2,0,-8,-5,-1,0,1,2,2,4,0,-2,-4,-7,-3,-11,-3,-1,-9,-7,-8,-11,-4,-16,-4,-4,-6,-7,0,11,4,6,3,1,-3,7,-7,0,-3,3,0,7,-1,-5,-3,-4,-2,-2,4,2,5,-3,3,12,1,0,1,12,-6,0,-1,1,3,-4,0,0,-3,0,1,4,-1,-11,6,-3,0,3,1,3,0,3,0,-12,-3,-3,-1,3,-3,8,62
20060,Douglas, GA,-82.85,31.55,USA,100,200,0,0,0,100,0,28,40,0,0,15,0,25,10,0,26,7,0,-7,7,-7,-8,28,0,0,0,-6,0,6,-13,13,6,0,-6,0,0,-20,7,-7,0,0,-8,-8,0,-31,-13,0,0,0,-15,-18,18,0,0,-18,0,0,-22,0,0,-28,0,0,0,0,-40,85,0,0,0,-22,22,0,18,28,0,0,0,11,-11,-28,0,15,13,0,0,0,0,-28,0,0,0,-18,18,-18,18,0,0,15,-15,0,15,13,11,20,0,0,0,8,8,-8,-8,-9,0,0,-10,0,8
20660,Easton, MD,-76.1,38.77,USA,200,66,22,18,15,30,10,13,15,10,9,11,21,8,1,3,1,5,5,-5,8,1,-1,1,0,-1,-4,1,-1,-6,5,-3,-5,12,-8,0,1,-1,1,0,-3,-3,1,0,1,3,0,-11,0,-4,-6,-4,2,0,-6,-2,-7,-2,-8,0,5,5,2,12,-2,6,-6,0,6,0,-2,8,-4,-8,0,-9,2,-10,0,0,5,-5,2,10,0,-5,2,4,-4,2,2,0,6,6,-6,2,2,-4,0,2,-2,2,4,0,-8,4,6,-10,2,0,-4,-7,11,4,10,-3,2,9,57
41820,Sanford, NC,-79.17,35.48,USA,200,146,37,38,16,19,14,8,13,11,13,4,6,11,5,-4,-1,1,-2,1,3,8,1,4,-4,4,4,-3,0,-1,-1,0,2,-4,-2,-3,-3,-4,1,-2,-11,-1,-5,1,1,-12,1,-1,-7,-6,1,-12,-5,-2,9,-1,9,-1,3,5,-8,0,6,0,3,3,0,-3,1,-4,0,-3,-1,-3,1,0,1,-1,-9,1,3,1,-5,3,10,6,-3,3,0,16,-4,0,1,1,-1,-1,-1,5,-11,-6,4,4,4,-14,4,0,5,-4,8,0,2,0,1,0,-4,-8,-4,1,62
21020,Elizabeth City, NC,-76.31,36.3,USA,200,66,46,17,31,7,10,20,12,11,11,10,3,6,0,-1,0,8,-2,0,2,-10,1,4,-4,-1,0,1,-1,3,-4,-3,0,3,-4,3,-8,-9,1,0,3,-3,-5,-12,0,-17,2,-5,2,0,-2,-5,-9,-17,-3,3,3,10,-10,3,-11,3,-12,-4,12,7,3,6,-10,7,0,-10,10,3,0,-3,3,0,-6,6,-6,0,3,-7,-3,14,-3,3,0,3,6,8,10,0,2,4,0,-9,2,-2,5,-5,-2,-2,0,-5,-12,-17,3,-11,15,6,3,0,-6,0,0,18,32
28180,Kapaa, HI,-159.6,22.04,USA,200,133,40,18,53,14,22,16,9,14,8,5,7,16,4,1,6,10,-4,5,0,3,0,0,0,8,0,-5,2,0,0,-6,-2,-6,-6,-5,-1,-8,-2,-14,-5,-8,-12,-6,-18,-15,-5,-5,-5,-9,-9,-3,-7,-12,0,0,-4,-20,0,10,0,0,0,0,0,0,-10,15,17,0,0,7,7,3,-6,3,0,-3,13,0,3,-6,-13,-7,7,3,6,6,0,3,-3,3,-12,12,-6,3,3,0,-9,-6,-19,-19,5,-5,10,-10,10,-21,5,0,-18,23,5,0,4,9,-4,8,24
20700,East Stroudsburg, PA,-75.34,41.06,USA,200,105,70,7,18,13,9,12,18,3,12,9,11,3,3,0,-4,6,4,1,1,2,-2,3,-1,-4,-5,-1,3,4,3,1,-1,1,3,-3,-2,-2,-1,-2,-1,-1,-7,-12,-12,-9,-8,-11,-14,-4,-10,0,0,2,0,7,-2,7,-4,-4,4,4,-2,4,4,-6,-12,0,0,-2,-2,-2,2,0,0,-2,0,-5,0,5,0,0,-2,-9,-3,0,3,6,-6,3,0,5,10,5,11,4,4,7,0,3,5,8,6,1,4,-4,-4,-4,-1,7,-1,-6,6,0,1,4,0,1,72
48620,Wichita, KS,-97.4,37.63,USA,200,140,74,33,23,15,19,20,19,12,13,6,9,8,9,5,0,4,3,3,1,3,2,1,0,2,2,1,4,-2,-1,-2,-1,0,-1,-3,-8,-3,-3,-1,-6,-7,-16,-5,-5,-3,-7,-6,-5,-10,-4,-2,-4,-5,-7,-1,5,-1,2,-2,1,-2,-2,6,4,-3,0,-2,7,-1,-3,0,-1,-2,-7,2,1,-3,-1,5,2,2,-4,2,-5,2,2,6,9,0,2,-2,1,-2,1,0,2,2,4,2,3,-2,-3,0,-1,4,1,3,2,0,1,0,-1,1,0,1,0,-1,214
11680,Arkansas City-Winfield, KS,-96.84,37.24,USA,200,66,85,26,7,25,10,0,9,16,0,0,7,6,6,-3,-6,-7,0,-11,8,7,3,-7,3,6,0,-3,-7,0,-7,11,10,17,0,0,-8,5,0,0,5,0,0,2,-5,-5,-2,-23,-16,-4,0,-14,5,0,-16,5,0,-11,11,-11,-13,6,6,-6,6,6,-12,-6,6,0,-6,0,-15,8,0,0,7,0,6,0,12,0,0,5,0,0,10,0,0,0,-5,0,-11,-12,-6,-7,-8,-28,-11,11,0,0,-11,-13,-15,0,28,0,11,10,-10,20,16,7,-7,-8,8,7,15
13100,Beatrice, NE,-96.69,40.26,USA,100,200,66,76,56,6,5,15,9,0,12,7,6,3,0,-3,-3,-18,-13,21,3,0,-3,0,-3,3,0,-3,3,7,3,3,-6,-15,-8,-9,0,4,-10,-11,5,15,0,-15,-11,0,-13,-7,0,-8,-8,-9,0,-10,-25,-33,0,18,0,-18,0,0,0,18,15,0,0,13,-13,-15,28,-13,13,11,10,-10,0,0,0,0,10,0,18,0,-18,0,0,0,9,8,8,0,7,0,-7,7,-7,20,-6,6,0,6,-12,-6,19,5,5,10,0,-4,4,-15,0,5,0,-11,11,10,18
40540,Rock Springs, WY,-108.88,41.66,USA,200,100,40,20,42,21,17,21,12,13,14,6,7,5,1,-3,3,3,-7,-3,-3,-10,2,2,-11,4,0,6,2,4,-2,3,7,6,0,1,-6,-5,-1,-7,-6,-9,-7,-10,-5,-6,-13,-16,-4,-4,0,4,16,7,-3,0,7,3,-3,-10,-3,0,11,3,0,-7,-7,-8,16,-3,-8,4,0,0,3,-3,-17,-4,-5,0,-5,5,-11,0,5,5,5,4,-4,0,9,0,20,3,0,0,3,3,-3,-3,-3,0,0,3,0,3,-14,-4,-4,0,-9,0,4,4,4,8,10,-3,28
13740,Billings, MT,-108.72,45.78,USA,200,85,46,40,31,21,13,22,18,6,13,12,9,7,5,2,1,-2,0,4,3,0,0,3,-1,0,0,0,-2,5,-1,4,2,-5,-2,-4,-5,-1,-3,-7,-3,-3,-2,-8,-3,-8,-8,0,-6,0,5,-6,1,2,-1,1,1,-1,4,3,-3,2,2,-6,-2,1,-4,0,-1,1,-7,-3,3,-7,7,0,1,13,1,0,6,1,2,-3,5,0,-3,2,1,-4,4,-8,-3,6,-6,1,0,4,-3,3,1,4,-5,7,0,5,-1,-4,4,1,1,0,2,-1,0,5,4,-2,94
23820,Gardnerville Ranchos, NV,-119.62,38.91,USA,200,90,76,32,27,21,15,9,3,15,11,8,8,7,6,-1,-5,1,-2,1,-2,4,8,-3,0,2,0,1,-5,8,0,-5,-4,-1,0,-8,-3,-1,-4,-5,-1,0,0,-14,-4,0,4,-4,1,6,-3,-3,-3,0,-5,-7,-3,-1,-4,2,-8,-2,-9,-5,-5,-5,2,-2,5,5,-5,2,2,-5,5,-5,7,0,-2,5,-2,-2,-10,-9,9,2,5,5,-2,7,-7,5,0,-7,0,5,7,-2,-2,0,-5,-5,0,-8,11,5,9,8,8,3,5,0,3,-1,3,11,7,2,69
31340,Lynchburg, VA,-79.22,37.37,USA,200,136,50,39,25,20,17,19,20,11,9,10,5,5,6,2,1,4,0,0,-1,-2,0,3,0,0,4,0,2,0,-1,-7,-1,-3,2,0,-4,-7,0,-4,-8,0,-9,-7,1,4,-1,1,-4,-7,-1,1,-6,-2,0,-1,-1,-2,-4,-9,0,-1,1,0,-2,-2,3,-2,-1,0,5,2,0,1,-4,0,-1,0,-2,5,0,1,0,0,-2,2,-1,3,3,4,0,3,3,-2,-1,1,0,0,2,-1,1,0,0,0,0,0,-3,0,8,4,3,0,-3,2,-1,-4,1,-2,140
28700,Kingsport-Bristol-Bristol, TN-VA,-82.44,36.61,USA,200,111,66,52,28,11,34,12,12,14,11,14,8,8,6,4,1,0,5,9,-4,0,3,2,1,0,1,2,0,0,0,-2,-1,-5,2,-2,-2,-2,-1,-1,-2,-8,-4,-4,-2,-1,-6,-3,-6,3,-3,-5,-4,-7,-2,3,3,0,4,-1,-3,1,-3,-2,-5,0,1,0,0,-1,-4,-2,-4,2,2,-1,6,2,5,2,-1,-4,2,4,-2,4,3,2,1,1,1,3,1,-4,2,5,-4,3,3,-3,4,-2,5,2,0,5,-2,6,7,3,2,-2,0,5,-3,0,-1,1,136
13720,Big Stone Gap, VA,-82.5,37.04,USA,200,133,75,24,30,5,22,3,7,6,9,11,7,4,4,4,0,12,-1,7,-1,7,3,12,4,-4,5,2,1,-4,-4,-7,-3,-5,-1,-3,-3,-13,-8,4,-11,0,-7,-2,-2,-9,-6,3,-6,-3,-3,3,3,-3,-7,-12,4,4,-4,4,3,-12,16,-3,0,0,-8,8,10,0,0,-7,7,0,-3,19,-15,9,0,-6,3,-6,-10,3,-7,11,0,0,3,-18,11,-16,4,-4,4,8,10,18,2,-8,-6,-6,0,6,-3,3,3,0,-6,-6,-11,-32,15,9,0,8,3,0,25
48260,Weirton-Steubenville, WV-OH,-80.7,40.39,USA,200,100,56,35,19,22,15,13,17,8,7,12,8,8,7,7,0,-1,1,3,0,0,-3,0,0,0,0,-1,-4,-7,1,7,1,-5,3,0,-3,2,-1,0,-5,-3,1,-3,-5,-14,-5,-6,-15,-3,3,-9,0,-2,4,2,-4,4,11,3,-5,6,4,1,0,0,-3,-10,-1,3,-1,-3,-13,-4,6,4,-4,-4,-2,2,8,11,6,-1,3,3,9,2,-4,-3,5,0,1,2,-7,-6,-6,6,1,0,-3,-1,6,-4,-3,-1,0,-1,11,1,-1,-1,-1,-3,0,6,-4,7,66
24620,Greeneville, TN,-82.85,36.18,USA,200,85,66,26,26,25,24,0,16,19,14,12,3,10,1,-1,0,6,-1,-3,-3,9,-1,0,-6,-1,3,-6,0,3,-3,-1,0,3,6,-8,0,-5,1,-5,-1,-2,0,-4,-2,-8,2,-4,-12,2,-8,-12,0,0,-10,3,0,-3,10,3,-3,-10,-3,-7,3,3,-11,4,7,7,0,6,-10,-7,-3,7,-3,7,-7,0,17,-3,3,0,6,-3,0,0,6,0,2,-2,13,0,-10,2,-2,-2,-12,6,3,0,-12,6,9,5,-8,5,5,0,0,7,11,-2,2,4,0,-2,42
40420,Rockford, IL,-89.04,42.33,USA,200,111,72,44,19,21,9,23,22,16,14,8,10,7,4,8,0,0,1,0,0,-2,0,0,0,4,-3,4,3,-3,0,0,3,0,2,0,-6,-2,-5,-6,0,-9,-6,-7,-3,-6,-3,-4,-2,-2,3,-7,2,4,0,2,3,3,0,0,-4,4,-1,-1,-6,0,-4,-4,0,0,-7,-6,0,0,0,-1,5,0,0,0,0,-1,0,0,6,7,0,2,3,-5,-3,4,2,2,3,3,-2,0,4,1,0,-3,5,7,3,4,0,2,-1,-2,4,4,-2,0,-1,4,-6,-5,172
